true_class_id,true_disease,predicted_class_id,predicted_disease,error_count
51,class_51,19,class_19,1
51,class_51,22,class_22,1
51,class_51,26,class_26,1
51,class_51,32,class_32,1
51,class_51,48,class_48,1
49,class_49,100,class_100,1
57,class_57,105,class_105,1
57,class_57,109,class_109,1
58,class_58,6,class_6,1
58,class_58,7,class_7,1
58,class_58,17,class_17,1
58,class_58,19,class_19,1
58,class_58,22,class_22,1
58,class_58,60,class_60,1
58,class_58,76,class_76,1
59,class_59,6,class_6,1
59,class_59,22,class_22,1
59,class_59,32,class_32,1
59,class_59,38,class_38,1
59,class_59,48,class_48,1
54,class_54,9,class_9,1
59,class_59,55,class_55,1
59,class_59,86,class_86,1
59,class_59,98,class_98,1
60,class_60,0,class_0,1
60,class_60,1,class_1,1
60,class_60,2,class_2,1
60,class_60,5,class_5,1
60,class_60,6,class_6,1
60,class_60,22,class_22,1
60,class_60,26,class_26,1
60,class_60,39,class_39,1
60,class_60,51,class_51,1
60,class_60,53,class_53,1
60,class_60,93,class_93,1
59,class_59,52,class_52,1
54,class_54,19,class_19,1
54,class_54,22,class_22,1
54,class_54,23,class_23,1
54,class_54,33,class_33,1
54,class_54,56,class_56,1
54,class_54,75,class_75,1
54,class_54,88,class_88,1
54,class_54,92,class_92,1
55,class_55,6,class_6,1
55,class_55,17,class_17,1
55,class_55,38,class_38,1
55,class_55,93,class_93,1
55,class_55,98,class_98,1
55,class_55,108,class_108,1
57,class_57,91,class_91,1
56,class_56,39,class_39,1
56,class_56,42,class_42,1
56,class_56,43,class_43,1
56,class_56,52,class_52,1
56,class_56,55,class_55,1
56,class_56,69,class_69,1
56,class_56,72,class_72,1
56,class_56,82,class_82,1
56,class_56,107,class_107,1
57,class_57,1,class_1,1
57,class_57,8,class_8,1
57,class_57,48,class_48,1
57,class_57,68,class_68,1
57,class_57,78,class_78,1
57,class_57,79,class_79,1
56,class_56,32,class_32,1
34,class_34,35,class_35,1
34,class_34,36,class_36,1
34,class_34,39,class_39,1
34,class_34,40,class_40,1
34,class_34,60,class_60,1
34,class_34,68,class_68,1
34,class_34,75,class_75,1
34,class_34,85,class_85,1
34,class_34,113,class_113,1
35,class_35,56,class_56,1
35,class_35,59,class_59,1
35,class_35,64,class_64,1
35,class_35,73,class_73,1
35,class_35,75,class_75,1
48,class_48,64,class_64,1
36,class_36,8,class_8,1
36,class_36,38,class_38,1
36,class_36,51,class_51,1
36,class_36,68,class_68,1
36,class_36,95,class_95,1
37,class_37,31,class_31,1
38,class_38,1,class_1,1
38,class_38,17,class_17,1
38,class_38,31,class_31,1
38,class_38,51,class_51,1
38,class_38,60,class_60,1
38,class_38,64,class_64,1
38,class_38,86,class_86,1
38,class_38,92,class_92,1
36,class_36,2,class_2,1
31,class_31,11,class_11,1
31,class_31,17,class_17,1
31,class_31,19,class_19,1
31,class_31,28,class_28,1
31,class_31,29,class_29,1
31,class_31,32,class_32,1
31,class_31,53,class_53,1
31,class_31,109,class_109,1
32,class_32,22,class_22,1
32,class_32,48,class_48,1
32,class_32,58,class_58,1
32,class_32,61,class_61,1
32,class_32,63,class_63,1
32,class_32,73,class_73,1
34,class_34,31,class_31,1
32,class_32,80,class_80,1
32,class_32,92,class_92,1
32,class_32,95,class_95,1
32,class_32,104,class_104,1
33,class_33,32,class_32,1
33,class_33,40,class_40,1
33,class_33,45,class_45,1
33,class_33,86,class_86,1
33,class_33,101,class_101,1
34,class_34,10,class_10,1
34,class_34,19,class_19,1
34,class_34,27,class_27,1
34,class_34,28,class_28,1
34,class_34,29,class_29,1
32,class_32,78,class_78,1
44,class_44,18,class_18,1
44,class_44,47,class_47,1
44,class_44,79,class_79,1
44,class_44,92,class_92,1
44,class_44,93,class_93,1
45,class_45,70,class_70,1
45,class_45,91,class_91,1
45,class_45,92,class_92,1
46,class_46,73,class_73,1
46,class_46,75,class_75,1
46,class_46,103,class_103,1
47,class_47,0,class_0,1
47,class_47,22,class_22,1
47,class_47,32,class_32,1
38,class_38,107,class_107,1
47,class_47,93,class_93,1
48,class_48,2,class_2,1
48,class_48,5,class_5,1
48,class_48,6,class_6,1
48,class_48,7,class_7,1
48,class_48,16,class_16,1
48,class_48,22,class_22,1
48,class_48,25,class_25,1
48,class_48,29,class_29,1
48,class_48,32,class_32,1
48,class_48,33,class_33,1
48,class_48,34,class_34,1
48,class_48,42,class_42,1
48,class_48,63,class_63,1
47,class_47,64,class_64,1
39,class_39,21,class_21,1
39,class_39,47,class_47,1
39,class_39,81,class_81,1
39,class_39,86,class_86,1
40,class_40,7,class_7,1
40,class_40,21,class_21,1
40,class_40,64,class_64,1
40,class_40,89,class_89,1
40,class_40,105,class_105,1
40,class_40,109,class_109,1
41,class_41,16,class_16,1
41,class_41,31,class_31,1
41,class_41,35,class_35,1
41,class_41,69,class_69,1
43,class_43,113,class_113,1
41,class_41,91,class_91,1
41,class_41,93,class_93,1
42,class_42,6,class_6,1
42,class_42,17,class_17,1
42,class_42,48,class_48,1
42,class_42,85,class_85,1
42,class_42,86,class_86,1
42,class_42,88,class_88,1
42,class_42,98,class_98,1
42,class_42,103,class_103,1
43,class_43,32,class_32,1
43,class_43,75,class_75,1
43,class_43,89,class_89,1
43,class_43,101,class_101,1
43,class_43,111,class_111,1
41,class_41,78,class_78,1
